Electoral wards and divisions Code,Electoral wards and divisions,Occupation (current) (10 categories) Code,Occupation (current) (10 categories),Observation
E05009392,Colville,6,"6. Caring, leisure and other service occupations",306
E05009392,Colville,7,7. Sales and customer service occupations,284
E05009392,Colville,8,"8. Process, plant and machine operatives",174
E05009392,Colville,9,9. Elementary occupations,249
E05009393,Courtfield,-8,Does not apply,3984
E05009393,Courtfield,1,"1. Managers, directors and senior officials",1350
E05009393,Courtfield,2,2. Professional occupations,1465
E05009393,Courtfield,3,3. Associate professional and technical occupations,754
E05009393,Courtfield,4,4. Administrative and secretarial occupations,187
E05009393,Courtfield,5,5. Skilled trades occupations,83
E05009393,Courtfield,6,"6. Caring, leisure and other service occupations",245
E05009393,Courtfield,7,7. Sales and customer service occupations,121
E05009393,Courtfield,8,"8. Process, plant and machine operatives",34
E05009393,Courtfield,9,9. Elementary occupations,109
E05009394,Dalgarno,-8,Does not apply,4290
E05009394,Dalgarno,1,"1. Managers, directors and senior officials",431
E05009394,Dalgarno,2,2. Professional occupations,549
E05009394,Dalgarno,3,3. Associate professional and technical occupations,447
E05009394,Dalgarno,4,4. Administrative and secretarial occupations,226
E05009394,Dalgarno,5,5. Skilled trades occupations,199
E05009394,Dalgarno,6,"6. Caring, leisure and other service occupations",341
E05009394,Dalgarno,7,7. Sales and customer service occupations,233
E05009394,Dalgarno,8,"8. Process, plant and machine operatives",181
E05009394,Dalgarno,9,9. Elementary occupations,313
E05009395,Earl's Court,-8,Does not apply,4342
E05009395,Earl's Court,1,"1. Managers, directors and senior officials",1152
E05009395,Earl's Court,2,2. Professional occupations,1469
E05009395,Earl's Court,3,3. Associate professional and technical occupations,820
E05009395,Earl's Court,4,4. Administrative and secretarial occupations,235
E05009395,Earl's Court,5,5. Skilled trades occupations,149
E05009395,Earl's Court,6,"6. Caring, leisure and other service occupations",326
E05009395,Earl's Court,7,7. Sales and customer service occupations,183
E05009395,Earl's Court,8,"8. Process, plant and machine operatives",82
E05009395,Earl's Court,9,9. Elementary occupations,179
E05009396,Golborne,-8,Does not apply,4892
E05009396,Golborne,1,"1. Managers, directors and senior officials",495
E05009396,Golborne,2,2. Professional occupations,782
E05009396,Golborne,3,3. Associate professional and technical occupations,679
E05009396,Golborne,4,4. Administrative and secretarial occupations,299
E05009396,Golborne,5,5. Skilled trades occupations,227
E05009396,Golborne,6,"6. Caring, leisure and other service occupations",424
E05009396,Golborne,7,7. Sales and customer service occupations,356
E05009396,Golborne,8,"8. Process, plant and machine operatives",254
E05009396,Golborne,9,9. Elementary occupations,396
E05009397,Holland,-8,Does not apply,4832
E05009397,Holland,1,"1. Managers, directors and senior officials",1190
E05009397,Holland,2,2. Professional occupations,1203
E05009397,Holland,3,3. Associate professional and technical occupations,762
E05009397,Holland,4,4. Administrative and secretarial occupations,243
E05009397,Holland,5,5. Skilled trades occupations,147
E05009397,Holland,6,"6. Caring, leisure and other service occupations",346
E05009397,Holland,7,7. Sales and customer service occupations,158
E05009397,Holland,8,"8. Process, plant and machine operatives",59
E05009397,Holland,9,9. Elementary occupations,162
E05009398,Norland,-8,Does not apply,2780
E05009398,Norland,1,"1. Managers, directors and senior officials",839
E05009398,Norland,2,2. Professional occupations,843
E05009398,Norland,3,3. Associate professional and technical occupations,557
E05009398,Norland,4,4. Administrative and secretarial occupations,146
E05009398,Norland,5,5. Skilled trades occupations,78
E05009398,Norland,6,"6. Caring, leisure and other service occupations",202
E05009398,Norland,7,7. Sales and customer service occupations,105
E05009398,Norland,8,"8. Process, plant and machine operatives",56
E05009398,Norland,9,9. Elementary occupations,95
E05009399,Notting Dale,-8,Does not apply,5397
E05009399,Notting Dale,1,"1. Managers, directors and senior officials",520
E05009399,Notting Dale,2,2. Professional occupations,731
E05009399,Notting Dale,3,3. Associate professional and technical occupations,619
E05009399,Notting Dale,4,4. Administrative and secretarial occupations,340
E05009399,Notting Dale,5,5. Skilled trades occupations,228
E05009399,Notting Dale,6,"6. Caring, leisure and other service occupations",414
E05009399,Notting Dale,7,7. Sales and customer service occupations,327
E05009399,Notting Dale,8,"8. Process, plant and machine operatives",193
E05009399,Notting Dale,9,9. Elementary occupations,373
E05009400,Pembridge,-8,Does not apply,2420
E05009400,Pembridge,1,"1. Managers, directors and senior officials",822
E05009400,Pembridge,2,2. Professional occupations,949
E05009400,Pembridge,3,3. Associate professional and technical occupations,567
E05009400,Pembridge,4,4. Administrative and secretarial occupations,165
E05009400,Pembridge,5,5. Skilled trades occupations,85
E05009400,Pembridge,6,"6. Caring, leisure and other service occupations",139
E05009400,Pembridge,7,7. Sales and customer service occupations,98
E05009400,Pembridge,8,"8. Process, plant and machine operatives",35
E05009400,Pembridge,9,9. Elementary occupations,102
E05009401,Queen's Gate,-8,Does not apply,4171
E05009401,Queen's Gate,1,"1. Managers, directors and senior officials",1264
E05009401,Queen's Gate,2,2. Professional occupations,1124
E05009401,Queen's Gate,3,3. Associate professional and technical occupations,634
E05009401,Queen's Gate,4,4. Administrative and secretarial occupations,177
E05009401,Queen's Gate,5,5. Skilled trades occupations,87
E05009401,Queen's Gate,6,"6. Caring, leisure and other service occupations",188
E05009401,Queen's Gate,7,7. Sales and customer service occupations,117
E05009401,Queen's Gate,8,"8. Process, plant and machine operatives",41
E05009401,Queen's Gate,9,9. Elementary occupations,103
E05009402,Redcliffe,-8,Does not apply,4369
E05009402,Redcliffe,1,"1. Managers, directors and senior officials",1492
E05009402,Redcliffe,2,2. Professional occupations,1460
E05009402,Redcliffe,3,3. Associate professional and technical occupations,922
E05009402,Redcliffe,4,4. Administrative and secretarial occupations,270
E05009402,Redcliffe,5,5. Skilled trades occupations,74
E05009402,Redcliffe,6,"6. Caring, leisure and other service occupations",283
E05009402,Redcliffe,7,7. Sales and customer service occupations,146
E05009402,Redcliffe,8,"8. Process, plant and machine operatives",68
E05009402,Redcliffe,9,9. Elementary occupations,111
E05009403,Royal Hospital,-8,Does not apply,4144
E05009403,Royal Hospital,1,"1. Managers, directors and senior officials",1296
E05009403,Royal Hospital,2,2. Professional occupations,1239
E05009403,Royal Hospital,3,3. Associate professional and technical occupations,700
E05009403,Royal Hospital,4,4. Administrative and secretarial occupations,237
E05009403,Royal Hospital,5,5. Skilled trades occupations,116
E05009403,Royal Hospital,6,"6. Caring, leisure and other service occupations",342
E05009403,Royal Hospital,7,7. Sales and customer service occupations,134
E05009403,Royal Hospital,8,"8. Process, plant and machine operatives",66
E05009403,Royal Hospital,9,9. Elementary occupations,143
E05009404,St. Helen's (Kensington and Chelsea),-8,Does not apply,3133
E05009404,St. Helen's (Kensington and Chelsea),1,"1. Managers, directors and senior officials",698
E05009404,St. Helen's (Kensington and Chelsea),2,2. Professional occupations,676
E05009404,St. Helen's (Kensington and Chelsea),3,3. Associate professional and technical occupations,606
E05009404,St. Helen's (Kensington and Chelsea),4,4. Administrative and secretarial occupations,216
E05009404,St. Helen's (Kensington and Chelsea),5,5. Skilled trades occupations,118
E05009404,St. Helen's (Kensington and Chelsea),6,"6. Caring, leisure and other service occupations",236
E05009404,St. Helen's (Kensington and Chelsea),7,7. Sales and customer service occupations,196
E05009404,St. Helen's (Kensington and Chelsea),8,"8. Process, plant and machine operatives",89
E05009404,St. Helen's (Kensington and Chelsea),9,9. Elementary occupations,191
E05009405,Stanley (Kensington and Chelsea),-8,Does not apply,4463
E05009405,Stanley (Kensington and Chelsea),1,"1. Managers, directors and senior officials",1231
E05009405,Stanley (Kensington and Chelsea),2,2. Professional occupations,1171
E05009405,Stanley (Kensington and Chelsea),3,3. Associate professional and technical occupations,670
E05009405,Stanley (Kensington and Chelsea),4,4. Administrative and secretarial occupations,227
E05009405,Stanley (Kensington and Chelsea),5,5. Skilled trades occupations,81
E05009405,Stanley (Kensington and Chelsea),6,"6. Caring, leisure and other service occupations",332
E05009405,Stanley (Kensington and Chelsea),7,7. Sales and customer service occupations,169
E05009405,Stanley (Kensington and Chelsea),8,"8. Process, plant and machine operatives",69
E05009405,Stanley (Kensington and Chelsea),9,9. Elementary occupations,168
E05011095,Borough & Bankside,-8,Does not apply,4194
E05011095,Borough & Bankside,1,"1. Managers, directors and senior officials",930
E05011095,Borough & Bankside,2,2. Professional occupations,1774
E05011095,Borough & Bankside,3,3. Associate professional and technical occupations,917
E05011095,Borough & Bankside,4,4. Administrative and secretarial occupations,319
E05011095,Borough & Bankside,5,5. Skilled trades occupations,129
E05011095,Borough & Bankside,6,"6. Caring, leisure and other service occupations",175
E05011095,Borough & Bankside,7,7. Sales and customer service occupations,210
E05011095,Borough & Bankside,8,"8. Process, plant and machine operatives",112
E05011095,Borough & Bankside,9,9. Elementary occupations,252
E05011096,Camberwell Green,-8,Does not apply,7155
E05011096,Camberwell Green,1,"1. Managers, directors and senior officials",896
E05011096,Camberwell Green,2,2. Professional occupations,2125
E05011096,Camberwell Green,3,3. Associate professional and technical occupations,1405
E05011096,Camberwell Green,4,4. Administrative and secretarial occupations,546
E05011096,Camberwell Green,5,5. Skilled trades occupations,412
E05011096,Camberwell Green,6,"6. Caring, leisure and other service occupations",856
E05011096,Camberwell Green,7,7. Sales and customer service occupations,431
E05011096,Camberwell Green,8,"8. Process, plant and machine operatives",371
E05011096,Camberwell Green,9,9. Elementary occupations,1311
E05011097,Champion Hill,-8,Does not apply,4066
E05011097,Champion Hill,1,"1. Managers, directors and senior officials",649
E05011097,Champion Hill,2,2. Professional occupations,1794
E05011097,Champion Hill,3,3. Associate professional and technical occupations,857
E05011097,Champion Hill,4,4. Administrative and secretarial occupations,286
E05011097,Champion Hill,5,5. Skilled trades occupations,240
E05011097,Champion Hill,6,"6. Caring, leisure and other service occupations",401
E05011097,Champion Hill,7,7. Sales and customer service occupations,244
E05011097,Champion Hill,8,"8. Process, plant and machine operatives",160
E05011097,Champion Hill,9,9. Elementary occupations,522
E05011098,Chaucer,-8,Does not apply,6834
E05011098,Chaucer,1,"1. Managers, directors and senior officials",1101
E05011098,Chaucer,2,2. Professional occupations,2564
E05011098,Chaucer,3,3. Associate professional and technical occupations,1235
E05011098,Chaucer,4,4. Administrative and secretarial occupations,567
E05011098,Chaucer,5,5. Skilled trades occupations,290
E05011098,Chaucer,6,"6. Caring, leisure and other service occupations",603
E05011098,Chaucer,7,7. Sales and customer service occupations,453
E05011098,Chaucer,8,"8. Process, plant and machine operatives",272
E05011098,Chaucer,9,9. Elementary occupations,813
E05011099,Dulwich Hill,-8,Does not apply,4279
E05011099,Dulwich Hill,1,"1. Managers, directors and senior officials",1003
E05011099,Dulwich Hill,2,2. Professional occupations,1848
E05011099,Dulwich Hill,3,3. Associate professional and technical occupations,1038
E05011099,Dulwich Hill,4,4. Administrative and secretarial occupations,293
E05011099,Dulwich Hill,5,5. Skilled trades occupations,246
E05011099,Dulwich Hill,6,"6. Caring, leisure and other service occupations",316
E05011099,Dulwich Hill,7,7. Sales and customer service occupations,205
E05011099,Dulwich Hill,8,"8. Process, plant and machine operatives",86
E05011099,Dulwich Hill,9,9. Elementary occupations,278
E05011100,Dulwich Village,-8,Does not apply,5054
E05011100,Dulwich Village,1,"1. Managers, directors and senior officials",1235
E05011100,Dulwich Village,2,2. Professional occupations,2073
E05011100,Dulwich Village,3,3. Associate professional and technical occupations,912
